gene_id,cosmic_gene_symbol,ensembl_gene_id,entrez_id,hgnc_id,hgnc_symbol,refseq_id,uniprot_id
SIDG26358,PUS10,ENSG00000162927,150962.0,HGNC:26505,PUS10,NM_144709,Q3MIT2
SIDG26359,PUSL1,ENSG00000169972,126789.0,HGNC:26914,PUSL1,NM_153339,Q8N0Z8
SIDG26360,,,,HGNC:9703,PUT1,,
SIDG26361,PVALB,ENSG00000100362,5816.0,HGNC:9704,PVALB,NM_002854,P20472
SIDG26362,,ENSG00000225180,388428.0,HGNC:40053,PVALEF,NM_001354639,A0A1B0GWK0
SIDG26363,PVR,ENSG00000073008,5817.0,HGNC:9705,PVR,NM_006505,P15151
SIDG26364,PVRIG,ENSG00000213413,79037.0,HGNC:32190,PVRIG,NM_024070,Q6DKI7
SIDG26365,,ENSG00000235333,101752334.0,HGNC:48897,PVRIG2P,NR_103728,
SIDG26366,,ENSG00000249859,5820.0,HGNC:9709,PVT1,NR_003367,
SIDG26367,,ENSG00000279050,145624.0,HGNC:30089,PWAR1,NR_022009,
SIDG26368,,,347745.0,HGNC:29998,PWAR4,NR_022010,
SIDG26369,,ENSG00000279192,8123.0,HGNC:30090,PWAR5,NR_022008,
SIDG26370,,ENSG00000257151,100506965.0,HGNC:49129,PWAR6,NR_146168,
SIDG26371,,,347746.0,HGNC:30001,PWARSN,NR_022011,
SIDG26372,PWP1,ENSG00000136045,11137.0,HGNC:17015,PWP1,NM_007062,Q13610
SIDG26373,PWP2,ENSG00000241945,5822.0,HGNC:9711,PWP2,NM_005049,Q15269
SIDG26374,,ENSG00000259905,791114.0,HGNC:33235,PWRN1,NR_026646,
SIDG26375,,ENSG00000260551,791115.0,HGNC:33236,PWRN2,NR_026647,
SIDG26376,,ENSG00000260760,101928840.0,HGNC:49131,PWRN3,NR_130780,
SIDG26377,,ENSG00000260232,105370731.0,HGNC:49130,PWRN4,NR_126392,
SIDG26378,PWWP2A,ENSG00000170234,114825.0,HGNC:29406,PWWP2A,NM_001130864,Q96N64
SIDG26379,,ENSG00000226683,100129459.0,HGNC:39709,PWWP2AP1,NG_011459,
SIDG26380,PWWP2B,ENSG00000171813,170394.0,HGNC:25150,PWWP2B,NM_138499,Q6NUJ5
SIDG26381,PXDC1,ENSG00000168994,221749.0,HGNC:21361,PXDC1,NM_183373,Q5TGL8
SIDG26382,PXDN,ENSG00000130508,7837.0,HGNC:14966,PXDN,NM_012293,Q92626
SIDG26383,PXDNL,ENSG00000147485,137902.0,HGNC:26359,PXDNL,NM_144651,A1KZ92
SIDG26384,PXK,ENSG00000168297,54899.0,HGNC:23326,PXK,NM_017771,Q7Z7A4
SIDG26385,PXMP2,ENSG00000176894,5827.0,HGNC:9716,PXMP2,NM_018663,Q9NR77
SIDG26386,PXMP4,ENSG00000101417,11264.0,HGNC:15920,PXMP4,NM_007238,Q9Y6I8
SIDG26387,PXN,ENSG00000089159,5829.0,HGNC:9718,PXN,NM_002859,P49023
SIDG26388,,ENSG00000255857,100506649.0,HGNC:44123,PXN-AS1,NR_038924,
SIDG26389,PXT1,ENSG00000179165,222659.0,HGNC:18312,PXT1,NM_152990,Q8NFP0
SIDG26390,,ENSG00000155893,92370.0,HGNC:26303,PXYLP1,NM_152282,Q8TE99
SIDG26391,PYCARD,ENSG00000103490,29108.0,HGNC:16608,PYCARD,NM_013258,Q9ULZ3
SIDG26392,,ENSG00000261359,100652740.0,HGNC:45036,PYCARD-AS1,NR_102400,I3L0S3
SIDG26393,PYCR1,ENSG00000183010,5831.0,HGNC:9721,PYCR1,NM_001282279,P32322
SIDG26394,PYCR2,ENSG00000143811,29920.0,HGNC:30262,PYCR2,NM_013328,Q96C36
SIDG26395,,ENSG00000104524,65263.0,HGNC:25846,PYCR3,NM_023078,Q53H96
SIDG26396,PYDC1,ENSG00000169900,260434.0,HGNC:30261,PYDC1,NM_152901,Q8WXC3
SIDG26397,PYDC2,ENSG00000253548,152138.0,HGNC:33512,PYDC2,NM_001083308,Q56P42
SIDG26398,,,107181291.0,HGNC:53781,PYDC5,NM_001320010,
SIDG26399,PYGB,ENSG00000100994,5834.0,HGNC:9723,PYGB,NM_002862,P11216
SIDG26400,,,,HGNC:9724,PYGBL,,
SIDG26401,PYGL,ENSG00000100504,5836.0,HGNC:9725,PYGL,NM_002863,P06737
SIDG26402,PYGM,ENSG00000068976,5837.0,HGNC:9726,PYGM,NM_005609,P11217
SIDG26403,PYGO1,ENSG00000171016,26108.0,HGNC:30256,PYGO1,NM_015617,Q9Y3Y4
SIDG26404,PYGO2,ENSG00000163348,90780.0,HGNC:30257,PYGO2,NM_138300,Q9BRQ0
SIDG26405,,,,HGNC:9727,PYHG1,,
SIDG26406,,,,HGNC:9737,PYHG2,,
SIDG26407,,,,HGNC:9741,PYHG3,,
SIDG26408,,,,HGNC:9742,PYHG4,,
SIDG26409,,,,HGNC:9743,PYHG6,,
SIDG26410,,,,HGNC:9744,PYHG7,,
SIDG26411,,,,HGNC:9745,PYHG8,,
SIDG26412,,,,HGNC:9746,PYHG9,,
SIDG26413,,,,HGNC:9728,PYHG10,,
SIDG26414,,,,HGNC:9729,PYHG11,,
SIDG26415,,,,HGNC:9730,PYHG12,,
SIDG26416,,,,HGNC:9731,PYHG14,,
SIDG26417,,,,HGNC:9732,PYHG15,,
SIDG26418,,,,HGNC:9733,PYHG16,,
SIDG26419,,,,HGNC:9734,PYHG17,,
SIDG26420,,,,HGNC:9735,PYHG18,,
SIDG26421,,,,HGNC:9736,PYHG19,,
SIDG26422,,,,HGNC:9738,PYHG20,,
SIDG26423,,,,HGNC:9739,PYHG21,,
SIDG26424,,,,HGNC:9740,PYHG22,,
SIDG26425,PYHIN1,ENSG00000163564,149628.0,HGNC:28894,PYHIN1,NM_152501,Q6K0P9
SIDG26426,,ENSG00000229849,646377.0,HGNC:51820,PYHIN5P,NG_029130,
SIDG26427,,ENSG00000170473,84305.0,HGNC:30258,PYM1,NM_032345,Q9BRP8
SIDG26428,PYROXD1,ENSG00000121350,79912.0,HGNC:26162,PYROXD1,NM_024854,Q8WU10
SIDG26429,PYROXD2,ENSG00000119943,84795.0,HGNC:23517,PYROXD2,NM_032709,Q8N2H3
SIDG26430,,ENSG00000145337,100996939.0,HGNC:44317,PYURF,NM_032906.4,Q96I23
SIDG26431,PYY,ENSG00000131096,5697.0,HGNC:9748,PYY,NM_004160,P10082
SIDG26432,,ENSG00000237575,23615.0,HGNC:9749,PYY2,NR_003064,Q9NRI6
SIDG26433,PYY3,ENSG00000181977,644059.0,HGNC:31855,PYY3,NG_007615,Q5JQD4
SIDG26434,PZP,ENSG00000126838,5858.0,HGNC:9750,PZP,NM_002864,P20742
SIDG26435,QARS,ENSG00000172053,5859.0,HGNC:9751,QARS,NM_005051,P47897
SIDG26436,QDPR,ENSG00000151552,5860.0,HGNC:9752,QDPR,NM_000320,P09417
SIDG26437,QKI,ENSG00000112531,9444.0,HGNC:21100,QKI,NM_006775,Q96PU8
SIDG26438,QPCT,ENSG00000115828,25797.0,HGNC:9753,QPCT,NM_012413,Q16769
SIDG26439,QPCTL,ENSG00000011478,54814.0,HGNC:25952,QPCTL,NM_017659,Q9NXS2
SIDG26440,QPRT,ENSG00000103485,23475.0,HGNC:9755,QPRT,NM_014298,Q15274
SIDG26441,QRFP,ENSG00000188710,347148.0,HGNC:29982,QRFP,NM_198180,P83859
SIDG26442,QRFPR,ENSG00000186867,84109.0,HGNC:15565,QRFPR,NM_198179,Q96P65
SIDG26443,QRICH1,ENSG00000198218,54870.0,HGNC:24713,QRICH1,NM_017730,Q2TAL8
SIDG26444,QRICH2,ENSG00000129646,84074.0,HGNC:25326,QRICH2,NM_032134,Q9H0J4
SIDG26445,QRSL1,ENSG00000130348,55278.0,HGNC:21020,QRSL1,NM_018292,Q9H0R6
SIDG26446,,ENSG00000215833,730016.0,HGNC:43667,QRSL1P1,NG_009546,
SIDG26447,,ENSG00000227613,100422330.0,HGNC:43668,QRSL1P2,NG_027044,
SIDG26448,,ENSG00000257957,100422374.0,HGNC:43669,QRSL1P3,NG_027348,
SIDG26449,QSER1,ENSG00000060749,79832.0,HGNC:26154,QSER1,NM_024774,Q2KHR3
SIDG26450,QSOX1,ENSG00000116260,5768.0,HGNC:9756,QSOX1,NM_002826,O00391
SIDG26451,QSOX2,ENSG00000165661,169714.0,HGNC:30249,QSOX2,NM_181701,Q6ZRP7
SIDG26452,QTRT1,ENSG00000213339,81890.0,HGNC:23797,QTRT1,NM_031209,Q9BXR0
SIDG26453,,ENSG00000270524,100420656.0,HGNC:39179,QTRT1P1,NG_026873,
SIDG26454,,ENSG00000151576,79691.0,HGNC:25771,QTRT2,NM_024638,Q9H974
SIDG26455,R3HCC1,ENSG00000104679,203069.0,HGNC:27329,R3HCC1,NM_001136108,Q9Y3T6
SIDG26456,R3HCC1L,ENSG00000166024,27291.0,HGNC:23512,R3HCC1L,NM_014472,Q7Z5L2
SIDG26457,R3HDM1,ENSG00000048991,23518.0,HGNC:9757,R3HDM1,NM_015361,Q15032
SIDG26458,R3HDM2,ENSG00000179912,22864.0,HGNC:29167,R3HDM2,NM_014925,Q9Y2K5
SIDG26459,,ENSG00000248735,100419742.0,HGNC:44056,R3HDM2P1,NG_025254,
SIDG26460,,ENSG00000216817,100129694.0,HGNC:44057,R3HDM2P2,NG_022319,
SIDG26461,,ENSG00000198858,91300.0,HGNC:28270,R3HDM4,NM_138774,Q96D70
SIDG26462,R3HDML,ENSG00000101074,140902.0,HGNC:16249,R3HDML,NM_178491,Q9H3Y0
SIDG26463,RAB1A,ENSG00000138069,5861.0,HGNC:9758,RAB1A,NM_004161,P62820
SIDG26464,RAB1B,ENSG00000174903,81876.0,HGNC:18370,RAB1B,NM_030981,Q9H0U4
SIDG26465,,ENSG00000233111,441400.0,HGNC:23683,RAB1C,NG_005395,Q92928
SIDG26466,RAB2A,ENSG00000104388,5862.0,HGNC:9763,RAB2A,NM_001242644,P61019
SIDG26467,RAB2B,ENSG00000129472,84932.0,HGNC:20246,RAB2B,NM_001163380,Q8WUD1
SIDG26468,RAB3A,ENSG00000105649,5864.0,HGNC:9777,RAB3A,NM_002866,P20336
SIDG26469,RAB3B,ENSG00000169213,5865.0,HGNC:9778,RAB3B,NM_002867,P20337
SIDG26470,RAB3C,ENSG00000152932,115827.0,HGNC:30269,RAB3C,NM_138453,Q96E17
SIDG26471,RAB3D,ENSG00000105514,9545.0,HGNC:9779,RAB3D,NM_004283,O95716
SIDG26472,RAB3GAP1,ENSG00000115839,22930.0,HGNC:17063,RAB3GAP1,NM_012233,Q15042
SIDG26473,RAB3GAP2,ENSG00000118873,25782.0,HGNC:17168,RAB3GAP2,NM_012414,Q9H2M9
SIDG26474,RAB3IL1,ENSG00000167994,5866.0,HGNC:9780,RAB3IL1,NM_013401,Q8TBN0
SIDG26475,RAB3IP,ENSG00000127328,117177.0,HGNC:16508,RAB3IP,NM_022456,Q96QF0
SIDG26476,RAB4A,ENSG00000168118,5867.0,HGNC:9781,RAB4A,NM_004578,P20338
SIDG26477,RAB4B,ENSG00000167578,53916.0,HGNC:9782,RAB4B,NM_016154,P61018
SIDG26478,,ENSG00000171570,100529264.0,HGNC:44465,RAB4B-EGLN2,NR_037791,
SIDG26479,RAB5A,ENSG00000144566,5868.0,HGNC:9783,RAB5A,NM_004162,P20339
SIDG26480,RAB5B,ENSG00000111540,5869.0,HGNC:9784,RAB5B,NM_001252036,P61020
SIDG26481,RAB5C,ENSG00000108774,5878.0,HGNC:9785,RAB5C,NM_004583,P51148
SIDG26482,,ENSG00000213731,100420734.0,HGNC:45104,RAB5CP1,NG_025447,
SIDG26483,,ENSG00000251356,133789.0,HGNC:45106,RAB5CP2,NG_021889,
SIDG26484,,ENSG00000101084,55969.0,HGNC:15870,RAB5IF,NM_018840,Q9BUV8
SIDG26485,RAB6A,ENSG00000175582,5870.0,HGNC:9786,RAB6A,NM_001243718,P20340
SIDG26486,RAB6B,ENSG00000154917,51560.0,HGNC:14902,RAB6B,NM_016577,Q9NRW1
SIDG26487,RAB6C,ENSG00000222014,84084.0,HGNC:16525,RAB6C,NM_032144,Q9H0N0
SIDG26488,,ENSG00000225449,100131320.0,HGNC:49278,RAB6C-AS1,NR_036537,
SIDG26489,,ENSG00000233087,150786.0,HGNC:30272,RAB6D,NM_001077637,
SIDG26490,RAB7A,ENSG00000075785,7879.0,HGNC:9788,RAB7A,NM_004637,P51149
SIDG26491,,ENSG00000276600,338382.0,HGNC:30513,RAB7B,NM_177403,Q96AH8
SIDG26492,RAB8A,ENSG00000167461,4218.0,HGNC:7007,RAB8A,NM_005370,P61006
SIDG26493,RAB8B,ENSG00000166128,51762.0,HGNC:30273,RAB8B,NM_016530,Q92930
SIDG26494,RAB9A,ENSG00000123595,9367.0,HGNC:9792,RAB9A,NM_004251,P51151
SIDG26495,,ENSG00000232910,100287200.0,HGNC:38104,RAB9AP1,NG_023018,
SIDG26496,,ENSG00000223856,100287542.0,HGNC:38106,RAB9AP2,NG_022966,
SIDG26497,,ENSG00000223655,100287577.0,HGNC:38107,RAB9AP3,NG_022977,
SIDG26498,,ENSG00000235479,100288397.0,HGNC:38108,RAB9AP4,NG_004636,
SIDG26499,,ENSG00000231423,100287234.0,HGNC:38109,RAB9AP5,NG_004755,
SIDG26500,RAB9B,ENSG00000123570,51209.0,HGNC:14090,RAB9B,NM_016370,Q9NP90
SIDG26501,,ENSG00000232159,9366.0,HGNC:9793,RAB9BP1,NR_000039,
SIDG26502,RAB10,ENSG00000084733,10890.0,HGNC:9759,RAB10,NM_016131,P61026
SIDG26503,RAB11A,ENSG00000103769,8766.0,HGNC:9760,RAB11A,NM_001206836,P62491
SIDG26504,,ENSG00000227995,100129731.0,HGNC:45188,RAB11AP1,NG_022154,
SIDG26505,,ENSG00000255976,106480447.0,HGNC:45189,RAB11AP2,NG_043433,
SIDG26506,RAB11B,ENSG00000185236,9230.0,HGNC:9761,RAB11B,NM_004218,Q15907
SIDG26507,,ENSG00000269386,100507567.0,HGNC:44178,RAB11B-AS1,NR_038237,
SIDG26508,RAB11FIP1,ENSG00000156675,80223.0,HGNC:30265,RAB11FIP1,NM_025151,Q6WKZ4
SIDG26509,,ENSG00000228492,646080.0,HGNC:42366,RAB11FIP1P1,NG_007008,
SIDG26510,RAB11FIP2,ENSG00000107560,22841.0,HGNC:29152,RAB11FIP2,NM_014904,Q7L804
SIDG26511,RAB11FIP3,ENSG00000090565,9727.0,HGNC:17224,RAB11FIP3,NM_014700,O75154
SIDG26512,RAB11FIP4,ENSG00000131242,84440.0,HGNC:30267,RAB11FIP4,NM_032932,Q86YS3
SIDG26513,RAB11FIP5,ENSG00000135631,26056.0,HGNC:24845,RAB11FIP5,NM_015470,Q9BXF6
SIDG26514,RAB12,ENSG00000206418,201475.0,HGNC:31332,RAB12,XM_113967,Q6IQ22
SIDG26515,RAB13,ENSG00000143545,5872.0,HGNC:9762,RAB13,NM_002870,P51153
SIDG26516,RAB14,ENSG00000119396,51552.0,HGNC:16524,RAB14,NM_016322,P61106
SIDG26517,RAB15,ENSG00000139998,376267.0,HGNC:20150,RAB15,NM_198686,P59190
SIDG26518,RAB17,ENSG00000124839,64284.0,HGNC:16523,RAB17,NM_022449,Q9H0T7
SIDG26519,RAB18,ENSG00000099246,22931.0,HGNC:14244,RAB18,NM_021252,Q9NP72
SIDG26520,RAB19,ENSG00000146955,401409.0,HGNC:19982,RAB19,NM_001008749,A4D1S5
SIDG26521,RAB20,ENSG00000139832,55647.0,HGNC:18260,RAB20,NM_017817,Q9NX57
SIDG26522,RAB21,ENSG00000080371,23011.0,HGNC:18263,RAB21,NM_014999,Q9UL25
SIDG26523,RAB22A,ENSG00000124209,57403.0,HGNC:9764,RAB22A,NM_020673,Q9UL26
SIDG26524,RAB23,ENSG00000112210,51715.0,HGNC:14263,RAB23,NM_001278666,Q9ULC3
SIDG26525,RAB24,ENSG00000169228,53917.0,HGNC:9765,RAB24,NM_130781,Q969Q5
SIDG26526,RAB25,ENSG00000132698,57111.0,HGNC:18238,RAB25,NM_020387,P57735
SIDG26527,RAB26,ENSG00000167964,25837.0,HGNC:14259,RAB26,NM_001308053,Q9ULW5
SIDG26528,RAB27A,ENSG00000069974,5873.0,HGNC:9766,RAB27A,NM_004580,P51159
SIDG26529,RAB27B,ENSG00000041353,5874.0,HGNC:9767,RAB27B,NM_004163,O00194
SIDG26530,RAB28,ENSG00000157869,9364.0,HGNC:9768,RAB28,NM_001017979,P51157
SIDG26531,,ENSG00000226108,100133203.0,HGNC:50380,RAB28P1,NG_011918,
SIDG26532,,ENSG00000236825,100129331.0,HGNC:50381,RAB28P2,NG_011915,
SIDG26533,,ENSG00000227353,100132772.0,HGNC:50382,RAB28P3,NG_011917,
SIDG26534,,ENSG00000276894,100132871.0,HGNC:51548,RAB28P4,NG_011919,
SIDG26535,,ENSG00000225400,100128416.0,HGNC:51547,RAB28P5,NG_023397,
SIDG26536,,ENSG00000117280,8934.0,HGNC:9789,RAB29,NM_003929,O14966
SIDG26537,RAB30,ENSG00000137502,27314.0,HGNC:9770,RAB30,NM_014488,Q15771
SIDG26538,,ENSG00000246067,100506233.0,HGNC:48672,RAB30-AS1,NR_038903,
SIDG26539,RAB31,ENSG00000168461,11031.0,HGNC:9771,RAB31,NM_006868,Q13636
SIDG26540,RAB32,ENSG00000118508,10981.0,HGNC:9772,RAB32,NM_006834,Q13637
SIDG26541,RAB33A,ENSG00000134594,9363.0,HGNC:9773,RAB33A,NM_004794,Q14088
SIDG26542,RAB33B,ENSG00000172007,83452.0,HGNC:16075,RAB33B,NM_031296,Q9H082
SIDG26543,RAB34,ENSG00000109113,83871.0,HGNC:16519,RAB34,NM_031934,P0DI83
SIDG26544,RAB35,ENSG00000111737,11021.0,HGNC:9774,RAB35,NM_001167606,Q15286
SIDG26545,RAB36,ENSG00000100228,9609.0,HGNC:9775,RAB36,NM_004914,O95755
SIDG26546,RAB37,ENSG00000172794,326624.0,HGNC:30268,RAB37,NM_175738,Q96AX2
SIDG26547,RAB38,ENSG00000123892,23682.0,HGNC:9776,RAB38,NM_022337,P57729
SIDG26548,,ENSG00000179331,54734.0,HGNC:16521,RAB39A,NM_017516,Q14964
SIDG26549,RAB39B,ENSG00000155961,116442.0,HGNC:16499,RAB39B,NM_171998,Q96DA2
SIDG26550,RAB40A,ENSG00000172476,142684.0,HGNC:18283,RAB40A,NM_080879,Q8WXH6
SIDG26551,RAB40AL,ENSG00000102128,282808.0,HGNC:25410,RAB40AL,NM_001031834,P0C0E4
SIDG26552,RAB40B,ENSG00000141542,10966.0,HGNC:18284,RAB40B,NM_006822,Q12829
SIDG26553,RAB40C,ENSG00000197562,57799.0,HGNC:18285,RAB40C,NM_021168,Q96S21
SIDG26554,RAB41,ENSG00000147127,347517.0,HGNC:18293,RAB41,XM_293398,Q5JT25
SIDG26555,RAB42,ENSG00000188060,115273.0,HGNC:28702,RAB42,NM_152304,Q8N4Z0
SIDG26556,,ENSG00000230997,646996.0,HGNC:19799,RAB42P1,NG_009574,
SIDG26557,RAB43,ENSG00000172780,339122.0,HGNC:19983,RAB43,XM_290714,Q86YS6
SIDG26558,,ENSG00000259856,440375.0,HGNC:33153,RAB43P1,NG_005358,
SIDG26559,RAB44,ENSG00000255587,401258.0,HGNC:21068,RAB44,XM_003403440,Q7Z6P3
SIDG26560,RABAC1,ENSG00000105404,10567.0,HGNC:9794,RABAC1,NM_006423,Q9UI14
SIDG26561,RABEP1,ENSG00000029725,9135.0,HGNC:17677,RABEP1,NM_004703,Q15276
SIDG26562,RABEP2,ENSG00000177548,79874.0,HGNC:24817,RABEP2,NM_024816,Q9H5N1
SIDG26563,RABEPK,ENSG00000136933,10244.0,HGNC:16896,RABEPK,NM_005833,Q7Z6M1
SIDG26564,,ENSG00000225801,100421226.0,HGNC:39791,RABEPKP1,NG_024937,
SIDG26565,RABGAP1,ENSG00000011454,23637.0,HGNC:17155,RABGAP1,NM_012197,Q9Y3P9
SIDG26566,RABGAP1L,ENSG00000152061,9910.0,HGNC:24663,RABGAP1L,NM_001243765,B7ZAP0
SIDG26567,,ENSG00000223525,106480742.0,HGNC:41471,RABGAP1L-IT1,,
SIDG26568,RABGEF1,ENSG00000154710,27342.0,HGNC:17676,RABGEF1,NM_014504,Q9UJ41
SIDG26569,RABGGTA,ENSG00000100949,5875.0,HGNC:9795,RABGGTA,NM_182836,Q92696
SIDG26570,RABGGTB,ENSG00000137955,5876.0,HGNC:9796,RABGGTB,NM_004582,P53611
SIDG26571,RABIF,ENSG00000183155,5877.0,HGNC:9797,RABIF,NM_002871,P47224
SIDG26572,RABL2A,ENSG00000144134,11159.0,HGNC:9799,RABL2A,NM_001306158,Q9UBK7
SIDG26573,RABL2B,ENSG00000079974,11158.0,HGNC:9800,RABL2B,NM_001003789,Q9UNT1
SIDG26574,RABL3,ENSG00000144840,285282.0,HGNC:18072,RABL3,NM_173825,Q5HYI8
SIDG26575,RABL6,ENSG00000196642,55684.0,HGNC:24703,RABL6,NM_024718,Q3YEC7
SIDG26576,RAC1,ENSG00000136238,5879.0,HGNC:9801,RAC1,NM_018890,P63000
SIDG26577,,ENSG00000266520,387612.0,HGNC:31001,RAC1P1,NG_005321,
SIDG26578,,ENSG00000249936,442775.0,HGNC:31414,RAC1P2,NG_005326,
SIDG26579,,ENSG00000231404,492295.0,HGNC:31833,RAC1P3,NG_004753,
SIDG26580,RAC1P4,ENSG00000237584,286472.0,HGNC:31113,RAC1P4,XM_210062,
SIDG26581,,ENSG00000213522,402183.0,HGNC:30593,RAC1P5,NG_005324,
SIDG26582,,ENSG00000226962,100422657.0,HGNC:42006,RAC1P6,NG_026506,
SIDG26583,,ENSG00000236101,100874390.0,HGNC:42007,RAC1P7,NG_032389,
SIDG26584,,ENSG00000234033,100874398.0,HGNC:42005,RAC1P8,NG_032388,
SIDG26585,,ENSG00000271306,100422658.0,HGNC:50774,RAC1P9,NG_026567,
SIDG26586,RAC2,ENSG00000128340,5880.0,HGNC:9802,RAC2,NM_002872,P15153
SIDG26587,RAC3,ENSG00000169750,5881.0,HGNC:9803,RAC3,NM_001316307,P60763
SIDG26588,RACGAP1,ENSG00000161800,29127.0,HGNC:9804,RACGAP1,NM_013277,Q9H0H5
SIDG26589,,ENSG00000257331,83956.0,HGNC:24689,RACGAP1P,NR_026583,
SIDG26590,,,,HGNC:9805,RACH,,
SIDG26591,,ENSG00000204628,10399.0,HGNC:4399,RACK1,NM_006098,P63244
SIDG26592,RAD1,ENSG00000113456,5810.0,HGNC:9806,RAD1,NM_002853,O60671
SIDG26593,,ENSG00000234569,100128880.0,HGNC:49479,RAD1P1,NG_022192,
SIDG26594,,ENSG00000233473,100129690.0,HGNC:49480,RAD1P2,NG_022741,
SIDG26595,RAD9A,ENSG00000172613,5883.0,HGNC:9827,RAD9A,NM_004584,Q99638
SIDG26596,RAD9B,ENSG00000151164,144715.0,HGNC:21700,RAD9B,NM_152442,Q6WBX8
SIDG26597,RAD17,ENSG00000152942,5884.0,HGNC:9807,RAD17,NM_133344,O75943
SIDG26598,,ENSG00000232400,9207.0,HGNC:9808,RAD17P1,NG_002929,
SIDG26599,,ENSG00000223724,9206.0,HGNC:9809,RAD17P2,NG_002928,
SIDG26600,RAD18,ENSG00000070950,56852.0,HGNC:18278,RAD18,NM_020165,Q9NS91
SIDG26601,RAD21,ENSG00000164754,5885.0,HGNC:9811,RAD21,NM_006265,O60216
SIDG26602,,ENSG00000253327,644660.0,HGNC:32158,RAD21-AS1,XR_040079,
SIDG26603,RAD21L1,ENSG00000244588,642636.0,HGNC:16271,RAD21L1,NM_001136566,Q9H4I0
SIDG26604,RAD23A,ENSG00000179262,5886.0,HGNC:9812,RAD23A,NM_005053,P54725
SIDG26605,RAD23B,ENSG00000119318,5887.0,HGNC:9813,RAD23B,NM_002874,P54727
SIDG26606,,ENSG00000236570,131185.0,HGNC:44509,RAD23BP1,NG_022240,
SIDG26607,,ENSG00000230244,100130572.0,HGNC:44510,RAD23BP2,NG_022568,
SIDG26608,,ENSG00000226298,54034.0,HGNC:9814,RAD23BP3,NG_032020,
SIDG26609,RAD50,ENSG00000113522,10111.0,HGNC:9816,RAD50,NM_005732,Q92878
SIDG26610,RAD51,ENSG00000051180,5888.0,HGNC:9817,RAD51,NM_002875,Q06609
SIDG26611,,ENSG00000245849,100505648.0,HGNC:48621,RAD51-AS1,NR_040058,
SIDG26612,RAD51AP1,ENSG00000111247,10635.0,HGNC:16956,RAD51AP1,NM_006479,Q96B01
SIDG26613,,ENSG00000214283,100420047.0,HGNC:49646,RAD51AP1P1,NG_025631,
SIDG26614,RAD51AP2,ENSG00000214842,729475.0,HGNC:34417,RAD51AP2,NM_001099218,Q09MP3
SIDG26615,RAD51B,ENSG00000182185,5890.0,HGNC:9822,RAD51B,NM_001321809,O15315
SIDG26616,RAD51C,ENSG00000108384,5889.0,HGNC:9820,RAD51C,NM_058216,O43502
SIDG26617,RAD51D,ENSG00000185379,5892.0,HGNC:9823,RAD51D,NM_002878,O75771
SIDG26618,RAD52,ENSG00000002016,5893.0,HGNC:9824,RAD52,NM_134424,P43351
SIDG26619,RAD54B,ENSG00000197275,25788.0,HGNC:17228,RAD54B,NM_012415,Q9Y620
SIDG26620,RAD54L,ENSG00000085999,8438.0,HGNC:9826,RAD54L,NM_003579,Q92698
SIDG26621,RAD54L2,ENSG00000164080,23132.0,HGNC:29123,RAD54L2,NM_015106,Q9Y4B4
SIDG26622,RADIL,ENSG00000157927,55698.0,HGNC:22226,RADIL,NM_018059,Q96JH8
SIDG26623,RAE1,ENSG00000101146,8480.0,HGNC:9828,RAE1,NM_001015885,P78406
SIDG26624,RAET1E,ENSG00000164520,135250.0,HGNC:16793,RAET1E,NM_139165,Q8TD07
SIDG26625,,ENSG00000223701,100652739.0,HGNC:48994,RAET1E-AS1,NR_045126,
SIDG26626,,,353089.0,HGNC:16794,RAET1F,NG_005420,
SIDG26627,RAET1G,ENSG00000203722,353091.0,HGNC:16795,RAET1G,NM_001001788,Q6H3X3
SIDG26628,,ENSG00000218358,646024.0,HGNC:16797,RAET1K,NR_024045,
SIDG26629,RAET1L,ENSG00000155918,154064.0,HGNC:16798,RAET1L,NM_130900,Q5VY80
SIDG26630,,ENSG00000216444,353094.0,HGNC:16799,RAET1M,NG_008390,
SIDG26631,RAF1,ENSG00000132155,5894.0,HGNC:9829,RAF1,NM_002880,P04049
SIDG26632,,ENSG00000250040,348910.0,HGNC:9830,RAF1P1,NG_003018,
SIDG26633,,,,HGNC:18616,RAF1P2,,
SIDG26634,RAG1,ENSG00000166349,5896.0,HGNC:9831,RAG1,NM_000448,P15918
SIDG26635,RAG2,ENSG00000175097,5897.0,HGNC:9832,RAG2,NM_000536,P55895
SIDG26636,RAI1,ENSG00000108557,10743.0,HGNC:9834,RAI1,NM_030665,Q7Z5J4
SIDG26637,,ENSG00000237328,100861516.0,HGNC:40496,RAI1-AS1,NR_130894,
SIDG26638,RAI2,ENSG00000131831,10742.0,HGNC:9835,RAI2,NM_021785,Q9Y5P3
SIDG26639,,,,HGNC:9837,RAI4,,
SIDG26640,,,,HGNC:9838,RAI5,,
SIDG26641,RAI14,ENSG00000039560,26064.0,HGNC:14873,RAI14,NM_015577,Q9P0K7
SIDG26642,RALA,ENSG00000006451,5898.0,HGNC:9839,RALA,NM_005402,P11233
SIDG26643,RALB,ENSG00000144118,5899.0,HGNC:9840,RALB,NM_002881,P11234
SIDG26644,RALBP1,ENSG00000017797,10928.0,HGNC:9841,RALBP1,NM_006788,Q15311
SIDG26645,RALGAPA1,ENSG00000174373,253959.0,HGNC:17770,RALGAPA1,XM_210022,Q6GYQ0
