gene_id,cosmic_gene_symbol,ensembl_gene_id,entrez_id,hgnc_id,hgnc_symbol,refseq_id,uniprot_id
SIDG26067,,ENSG00000271625,121906.0,HGNC:39609,PSMA6P4,NG_023173,
SIDG26068,PSMA7,ENSG00000101182,5688.0,HGNC:9536,PSMA7,NM_002792,O14818
SIDG26069,,,158441.0,HGNC:20631,PSMA7P,NG_002333,
SIDG26070,PSMA8,ENSG00000154611,143471.0,HGNC:22985,PSMA8,NM_144662,Q8TAA3
SIDG26071,PSMB1,ENSG00000008018,5689.0,HGNC:9537,PSMB1,NM_002793,P20618
SIDG26072,PSMB2,ENSG00000126067,5690.0,HGNC:9539,PSMB2,NM_002794,P49721
SIDG26073,PSMB3,ENSG00000277791,5691.0,HGNC:9540,PSMB3,NM_002795,P49720
SIDG26074,,,121131.0,HGNC:20633,PSMB3P1,NG_001533,
SIDG26075,,ENSG00000235444,130700.0,HGNC:30150,PSMB3P2,NG_001538,
SIDG26076,PSMB4,ENSG00000159377,5692.0,HGNC:9541,PSMB4,NM_002796,P28070
SIDG26077,PSMB5,ENSG00000100804,5693.0,HGNC:9542,PSMB5,NM_002797,P28074
SIDG26078,PSMB6,ENSG00000142507,5694.0,HGNC:9543,PSMB6,NM_002798,P28072
SIDG26079,PSMB7,ENSG00000136930,5695.0,HGNC:9544,PSMB7,NM_002799,Q99436
SIDG26080,,ENSG00000259074,100422289.0,HGNC:49192,PSMB7P1,NG_027332,
SIDG26081,PSMB8,ENSG00000204264,5696.0,HGNC:9545,PSMB8,NM_148919,P28062
SIDG26082,,ENSG00000204261,100507463.0,HGNC:39758,PSMB8-AS1,NR_037173,
SIDG26083,PSMB9,ENSG00000240065,5698.0,HGNC:9546,PSMB9,NM_002800,P28065
SIDG26084,PSMB10,ENSG00000205220,5699.0,HGNC:9538,PSMB10,NM_002801,P40306
SIDG26085,PSMB11,ENSG00000222028,122706.0,HGNC:31963,PSMB11,NM_001099780,A5LHX3
SIDG26086,PSMC1,ENSG00000100764,5700.0,HGNC:9547,PSMC1,NM_002802,P62191
SIDG26087,,ENSG00000241506,151645.0,HGNC:30147,PSMC1P1,NG_001556,
SIDG26088,,ENSG00000213781,442291.0,HGNC:39777,PSMC1P2,NG_008641,
SIDG26089,,ENSG00000231244,392100.0,HGNC:39778,PSMC1P3,NG_009401,
SIDG26090,,ENSG00000248781,345645.0,HGNC:39779,PSMC1P4,NG_022936,
SIDG26091,,ENSG00000250273,106480732.0,HGNC:39780,PSMC1P5,NG_045212,
SIDG26092,,ENSG00000240255,643766.0,HGNC:39781,PSMC1P6,NG_022211,
SIDG26093,,ENSG00000243838,646085.0,HGNC:39782,PSMC1P7,NG_022226,
SIDG26094,,ENSG00000256896,390297.0,HGNC:39783,PSMC1P8,NG_021683,
SIDG26095,,ENSG00000255993,643668.0,HGNC:39784,PSMC1P9,NG_021707,
SIDG26096,,ENSG00000236348,388925.0,HGNC:39785,PSMC1P10,NG_021557,
SIDG26097,,ENSG00000217385,442153.0,HGNC:39786,PSMC1P11,NG_022341,
SIDG26098,,ENSG00000226126,644094.0,HGNC:39787,PSMC1P12,NG_022737,
SIDG26099,,ENSG00000232314,100422305.0,HGNC:39788,PSMC1P13,NG_024865,
SIDG26100,PSMC2,ENSG00000161057,5701.0,HGNC:9548,PSMC2,NM_002803,P35998
SIDG26101,PSMC3,ENSG00000165916,5702.0,HGNC:9549,PSMC3,NM_002804,P17980
SIDG26102,PSMC3IP,ENSG00000131470,29893.0,HGNC:17928,PSMC3IP,NM_013290,Q9P2W1
SIDG26103,,,5703.0,HGNC:9550,PSMC3P1,NG_002368,
SIDG26104,PSMC4,ENSG00000013275,5704.0,HGNC:9551,PSMC4,NM_006503,P43686
SIDG26105,PSMC5,ENSG00000087191,5705.0,HGNC:9552,PSMC5,NM_002805,P62195
SIDG26106,PSMC6,ENSG00000100519,5706.0,HGNC:9553,PSMC6,NM_002806,P62333
SIDG26107,,,266723.0,HGNC:20634,PSMC6P1,NG_002379,
SIDG26108,,,160410.0,HGNC:30149,PSMC6P2,NG_001564,
SIDG26109,,,100128218.0,HGNC:34012,PSMC6P3,NG_007662,
SIDG26110,PSMD1,ENSG00000173692,5707.0,HGNC:9554,PSMD1,NM_001191037,Q99460
SIDG26111,PSMD2,ENSG00000175166,5708.0,HGNC:9559,PSMD2,NM_002808,Q13200
SIDG26112,,,266783.0,HGNC:30154,PSMD2P1,NG_002387,
SIDG26113,PSMD3,ENSG00000108344,5709.0,HGNC:9560,PSMD3,NM_002809,O43242
SIDG26114,PSMD4,ENSG00000159352,5710.0,HGNC:9561,PSMD4,NM_002810,P55036
SIDG26115,,ENSG00000223741,54035.0,HGNC:9562,PSMD4P1,NG_002723,
SIDG26116,PSMD5,ENSG00000095261,5711.0,HGNC:9563,PSMD5,NM_005047,Q16401
SIDG26117,PSMD6,ENSG00000163636,9861.0,HGNC:9564,PSMD6,NM_014814,Q15008
SIDG26118,,ENSG00000243410,109729140.0,HGNC:40480,PSMD6-AS1,,
SIDG26119,,ENSG00000239653,100507062.0,HGNC:44125,PSMD6-AS2,NR_038286,
SIDG26120,PSMD7,ENSG00000103035,5713.0,HGNC:9565,PSMD7,NM_002811,P51665
SIDG26121,,ENSG00000266707,280637.0,HGNC:7202,PSMD7P1,NG_002412,
SIDG26122,PSMD8,ENSG00000099341,5714.0,HGNC:9566,PSMD8,NM_002812,P48556
SIDG26123,,ENSG00000228264,100422411.0,HGNC:34013,PSMD8P1,NG_026992,
SIDG26124,PSMD9,ENSG00000110801,5715.0,HGNC:9567,PSMD9,NM_002813,O00233
SIDG26125,PSMD10,ENSG00000101843,5716.0,HGNC:9555,PSMD10,NM_170750,O75832
SIDG26126,,ENSG00000228663,170541.0,HGNC:16602,PSMD10P1,NG_001050,
SIDG26127,,ENSG00000226652,280644.0,HGNC:30151,PSMD10P2,NG_002417,
SIDG26128,,ENSG00000232041,338091.0,HGNC:30152,PSMD10P3,NG_002627,
SIDG26129,PSMD11,ENSG00000108671,5717.0,HGNC:9556,PSMD11,NM_002815,O00231
SIDG26130,PSMD12,ENSG00000197170,5718.0,HGNC:9557,PSMD12,NM_002816,O00232
SIDG26131,,ENSG00000240135,317753.0,HGNC:30153,PSMD12P,NG_002463,
SIDG26132,PSMD13,ENSG00000185627,5719.0,HGNC:9558,PSMD13,NM_002817,Q9UNM6
SIDG26133,PSMD14,ENSG00000115233,10213.0,HGNC:16889,PSMD14,NM_005805,O00487
SIDG26134,PSME1,ENSG00000092010,5720.0,HGNC:9568,PSME1,NM_006263,Q06323
SIDG26135,PSME2,ENSG00000100911,5721.0,HGNC:9569,PSME2,NM_002818,Q9UL46
SIDG26136,,,257093.0,HGNC:20632,PSME2P1,NG_002626,
SIDG26137,,ENSG00000225131,338099.0,HGNC:30160,PSME2P2,NG_002632,
SIDG26138,,,338095.0,HGNC:30156,PSME2P3,NG_002628,
SIDG26139,,,338096.0,HGNC:30157,PSME2P4,NG_002629,
SIDG26140,,,338097.0,HGNC:30158,PSME2P5,NG_002630,
SIDG26141,,ENSG00000227462,338098.0,HGNC:30159,PSME2P6,NG_002631,
SIDG26142,PSME3,ENSG00000131467,10197.0,HGNC:9570,PSME3,NM_176863,P61289
SIDG26143,PSME4,ENSG00000068878,23198.0,HGNC:20635,PSME4,XM_040158,Q14997
SIDG26144,PSMF1,ENSG00000125818,9491.0,HGNC:9571,PSMF1,NM_178578,Q92530
SIDG26145,PSMG1,ENSG00000183527,8624.0,HGNC:3043,PSMG1,NM_003720,O95456
SIDG26146,PSMG2,ENSG00000128789,56984.0,HGNC:24929,PSMG2,NM_020232,Q969U7
SIDG26147,PSMG3,ENSG00000157778,84262.0,HGNC:22420,PSMG3,NM_032302,Q9BT73
SIDG26148,,ENSG00000230487,114796.0,HGNC:22230,PSMG3-AS1,NR_021487,Q96PY0
SIDG26149,PSMG4,ENSG00000180822,389362.0,HGNC:21108,PSMG4,NM_001128591,Q5JS54
SIDG26150,PSORS1C1,ENSG00000204540,170679.0,HGNC:17202,PSORS1C1,NM_014068,Q9UIG5
SIDG26151,PSORS1C2,ENSG00000204538,170680.0,HGNC:17199,PSORS1C2,NM_014069,Q9UIG4
SIDG26152,,ENSG00000204528,100130889.0,HGNC:17203,PSORS1C3,NR_026816,
SIDG26153,,,7889.0,HGNC:9575,PSORS3,,
SIDG26154,,,10547.0,HGNC:17275,PSORS4,,
SIDG26155,,,63870.0,HGNC:17953,PSORS5,,
SIDG26156,,,63869.0,HGNC:33483,PSORS6,,
SIDG26157,,,65245.0,HGNC:14207,PSORS7,,
SIDG26158,,,140454.0,HGNC:17322,PSORS8,,
SIDG26159,,,359825.0,HGNC:31013,PSORS9,,
SIDG26160,,,503613.0,HGNC:31919,PSORS10,,
SIDG26161,PSPC1,ENSG00000121390,55269.0,HGNC:20320,PSPC1,NM_001042414,Q8WXF1
SIDG26162,,,,HGNC:40915,PSPC1-AS1,,
SIDG26163,,ENSG00000226352,109729130.0,HGNC:52951,PSPC1-AS2,,
SIDG26164,,,,HGNC:42702,PSPC1-OT1,,
SIDG26165,,ENSG00000227879,642395.0,HGNC:42033,PSPC1P1,NG_011334,
SIDG26166,,ENSG00000244615,100873875.0,HGNC:42643,PSPC1P2,NG_032524,
SIDG26167,PSPH,ENSG00000146733,5723.0,HGNC:9577,PSPH,NM_004577,P78330
SIDG26168,,ENSG00000226278,8781.0,HGNC:9578,PSPHP1,XM_926720,O15172
SIDG26169,PSPN,ENSG00000125650,5623.0,HGNC:9579,PSPN,NM_004158,O60542
SIDG26170,PSRC1,ENSG00000134222,84722.0,HGNC:24472,PSRC1,NM_032636,Q6PGN9
SIDG26171,PSTK,ENSG00000179988,118672.0,HGNC:28578,PSTK,NM_153336,Q8IV42
SIDG26172,PSTPIP1,ENSG00000140368,9051.0,HGNC:9580,PSTPIP1,NM_003978,O43586
SIDG26173,PSTPIP2,ENSG00000152229,9050.0,HGNC:9581,PSTPIP2,NM_024430,Q9H939
SIDG26174,PTAFR,ENSG00000169403,5724.0,HGNC:9582,PTAFR,NM_000952,P25105
SIDG26175,PTAR1,ENSG00000188647,375743.0,HGNC:30449,PTAR1,NM_001099666,Q7Z6K3
SIDG26176,PTBP1,ENSG00000011304,5725.0,HGNC:9583,PTBP1,NM_002819,P26599
SIDG26177,,ENSG00000259078,122888.0,HGNC:20030,PTBP1P,NG_002328,
SIDG26178,PTBP2,ENSG00000117569,58155.0,HGNC:17662,PTBP2,NM_001300985,Q9UKA9
SIDG26179,PTBP3,ENSG00000119314,9991.0,HGNC:10253,PTBP3,NM_001163788,O95758
SIDG26180,PTCD1,ENSG00000106246,26024.0,HGNC:22198,PTCD1,NM_015545,O75127
SIDG26181,PTCD2,ENSG00000049883,79810.0,HGNC:25734,PTCD2,NM_024754,Q8WV60
SIDG26182,,ENSG00000258456,100131302.0,HGNC:31718,PTCD2P1,NG_022837,
SIDG26183,,ENSG00000234256,100132487.0,HGNC:45168,PTCD2P2,NG_022186,
SIDG26184,PTCD3,ENSG00000132300,55037.0,HGNC:24717,PTCD3,NM_017952,Q96EY7
SIDG26185,PTCH1,ENSG00000185920,5727.0,HGNC:9585,PTCH1,NM_000264,Q13635
SIDG26186,PTCH2,ENSG00000117425,8643.0,HGNC:9586,PTCH2,NM_003738,Q9Y6C5
SIDG26187,PTCHD1,ENSG00000165186,139411.0,HGNC:26392,PTCHD1,NM_173495,Q96NR3
SIDG26188,,ENSG00000233067,100873065.0,HGNC:37703,PTCHD1-AS,NR_073010,
SIDG26189,PTCHD3,ENSG00000182077,374308.0,HGNC:24776,PTCHD3,XM_370541,Q3KNS1
SIDG26190,,ENSG00000274985,387647.0,HGNC:44945,PTCHD3P1,NG_034006,
SIDG26191,,ENSG00000231550,100533664.0,HGNC:44946,PTCHD3P2,NG_028775,
SIDG26192,,ENSG00000219700,100533665.0,HGNC:44947,PTCHD3P3,NG_028811,
SIDG26193,PTCHD4,ENSG00000244694,442213.0,HGNC:21345,PTCHD4,NM_001013732,Q6ZW05
SIDG26194,PTCRA,ENSG00000171611,171558.0,HGNC:21290,PTCRA,NM_138296,Q6ISU1
SIDG26195,,,100302522.0,HGNC:37127,PTCSC1,NR_146773,
SIDG26196,,ENSG00000236130,101928337.0,HGNC:44086,PTCSC2,NR_147055,
SIDG26197,,ENSG00000259104,100886964.0,HGNC:43959,PTCSC3,NR_049735,
SIDG26198,PTDSS1,ENSG00000156471,9791.0,HGNC:9587,PTDSS1,NM_001290225,P48651
SIDG26199,PTDSS2,ENSG00000174915,81490.0,HGNC:15463,PTDSS2,NM_001329544,Q9BVG9
SIDG26200,PTEN,ENSG00000171862,5728.0,HGNC:9588,PTEN,NM_000314,P60484
SIDG26201,,ENSG00000237984,11191.0,HGNC:9589,PTENP1,NR_023917,
SIDG26202,,,101243555.0,HGNC:48773,PTENP1-AS,NR_103745,
SIDG26203,PTER,ENSG00000165983,9317.0,HGNC:9590,PTER,NM_030664,Q96BW5
SIDG26204,PTF1A,ENSG00000168267,256297.0,HGNC:23734,PTF1A,NM_178161,Q7RTS3
SIDG26205,PTGDR,ENSG00000168229,5729.0,HGNC:9591,PTGDR,NM_000953,Q13258
SIDG26206,,ENSG00000183134,11251.0,HGNC:4502,PTGDR2,NM_004778,Q9Y5Y4
SIDG26207,PTGDS,ENSG00000107317,5730.0,HGNC:9592,PTGDS,NM_000954,P41222
SIDG26208,PTGER1,ENSG00000160951,5731.0,HGNC:9593,PTGER1,NM_000955,P34995
SIDG26209,PTGER2,ENSG00000125384,5732.0,HGNC:9594,PTGER2,NM_000956,P43116
SIDG26210,PTGER3,ENSG00000050628,5733.0,HGNC:9595,PTGER3,NM_000957,P43115
SIDG26211,PTGER4,ENSG00000171522,5734.0,HGNC:9596,PTGER4,NM_000958,P35408
SIDG26212,,,5735.0,HGNC:9597,PTGER4P1,NG_032179,
SIDG26213,,ENSG00000184523,5736.0,HGNC:9598,PTGER4P2,NG_046646,
SIDG26214,,,442421.0,HGNC:44749,PTGER4P2-CDK2AP2P2,NR_024496,
SIDG26215,,ENSG00000239684,100874378.0,HGNC:38498,PTGER4P3,NG_032202,
SIDG26216,PTGES,ENSG00000148344,9536.0,HGNC:9599,PTGES,NM_004878,O14684
SIDG26217,PTGES2,ENSG00000148334,80142.0,HGNC:17822,PTGES2,NM_001256335,Q9H7Z7
SIDG26218,,,389791.0,HGNC:48711,PTGES2-AS1,NR_024425,
SIDG26219,PTGES3,ENSG00000110958,10728.0,HGNC:16049,PTGES3,NM_006601,Q15185
SIDG26220,PTGES3L,ENSG00000267060,100885848.0,HGNC:43943,PTGES3L,NM_001142653,E9PB15
SIDG26221,PTGES3L-AARSD1,ENSG00000108825,100885850.0,HGNC:43946,PTGES3L-AARSD1,NM_025267,Q9BTE6
SIDG26222,,ENSG00000234518,284672.0,HGNC:43824,PTGES3P1,NG_007034,
SIDG26223,,ENSG00000217643,101929293.0,HGNC:43822,PTGES3P2,NG_042890,
SIDG26224,,ENSG00000229204,441050.0,HGNC:43823,PTGES3P3,NG_007035,
SIDG26225,,ENSG00000236937,106480775.0,HGNC:43825,PTGES3P4,NG_043971,
SIDG26226,,ENSG00000234544,106480359.0,HGNC:43826,PTGES3P5,NG_044738,
SIDG26227,PTGFR,ENSG00000122420,5737.0,HGNC:9600,PTGFR,NM_000959,P43088
SIDG26228,PTGFRN,ENSG00000134247,5738.0,HGNC:9601,PTGFRN,NM_020440,Q9P2B2
SIDG26229,PTGIR,ENSG00000160013,5739.0,HGNC:9602,PTGIR,NM_000960,P43119
SIDG26230,PTGIS,ENSG00000124212,5740.0,HGNC:9603,PTGIS,NM_000961,Q16647
SIDG26231,PTGR1,ENSG00000106853,22949.0,HGNC:18429,PTGR1,NM_001146108,Q14914
SIDG26232,PTGR2,ENSG00000140043,145482.0,HGNC:20149,PTGR2,NM_001146154,Q8N8N7
SIDG26233,PTGS1,ENSG00000095303,5742.0,HGNC:9604,PTGS1,NM_000962,P23219
SIDG26234,PTGS2,ENSG00000073756,5743.0,HGNC:9605,PTGS2,NM_000963,P35354
SIDG26235,PTH,ENSG00000152266,5741.0,HGNC:9606,PTH,NM_000315,P01270
SIDG26236,PTH1R,ENSG00000160801,5745.0,HGNC:9608,PTH1R,NM_000316,Q03431
SIDG26237,PTH2,ENSG00000142538,113091.0,HGNC:30828,PTH2,NM_178449,Q96A98
SIDG26238,PTH2R,ENSG00000144407,5746.0,HGNC:9609,PTH2R,NM_005048,P49190
SIDG26239,PTHLH,ENSG00000087494,5744.0,HGNC:9607,PTHLH,NM_198965,P12272
SIDG26240,PTK2,ENSG00000169398,5747.0,HGNC:9611,PTK2,NM_005607,Q05397
SIDG26241,PTK2B,ENSG00000120899,2185.0,HGNC:9612,PTK2B,NM_004103,Q14289
SIDG26242,,,,HGNC:9614,PTK3B,,
SIDG26243,PTK6,ENSG00000101213,5753.0,HGNC:9617,PTK6,NM_001256358,Q13882
SIDG26244,PTK7,ENSG00000112655,5754.0,HGNC:9618,PTK7,NM_002821,Q13308
SIDG26245,,,8830.0,HGNC:9622,PTLAH,,
SIDG26246,PTMA,ENSG00000187514,5757.0,HGNC:9623,PTMA,NM_001099285,P06454
SIDG26247,,ENSG00000228415,5758.0,HGNC:9624,PTMAP1,NG_004833,
SIDG26248,,ENSG00000197744,5759.0,HGNC:9625,PTMAP2,NG_002765,
SIDG26249,,ENSG00000218902,5760.0,HGNC:9626,PTMAP3,NG_001180,
SIDG26250,,ENSG00000231503,5761.0,HGNC:9627,PTMAP4,NG_001181,
SIDG26251,,ENSG00000214182,150928.0,HGNC:9628,PTMAP5,NG_004798,
SIDG26252,,ENSG00000237000,170542.0,HGNC:16573,PTMAP6,NG_001051,
SIDG26253,,,326626.0,HGNC:20031,PTMAP7,NG_002608,
SIDG26254,,ENSG00000243014,728873.0,HGNC:42437,PTMAP8,NG_031895,
SIDG26255,PTMS,ENSG00000159335,5763.0,HGNC:9629,PTMS,NM_001330333,P20962
SIDG26256,PTN,ENSG00000105894,5764.0,HGNC:9630,PTN,NM_002825,P21246
SIDG26257,,,5765.0,HGNC:9631,PTOS1,,
SIDG26258,PTOV1,ENSG00000104960,53635.0,HGNC:9632,PTOV1,NM_017432,Q86YD1
SIDG26259,,ENSG00000268006,100506033.0,HGNC:44174,PTOV1-AS1,NR_040037,
SIDG26260,,ENSG00000269352,101928378.0,HGNC:51284,PTOV1-AS2,NR_110730,
SIDG26261,PTP4A1,ENSG00000112245,7803.0,HGNC:9634,PTP4A1,NM_003463,Q93096
SIDG26262,,ENSG00000231158,100421652.0,HGNC:41928,PTP4A1P1,NG_023744,
SIDG26263,,ENSG00000255807,100499563.0,HGNC:41929,PTP4A1P2,NG_027516,
SIDG26264,,ENSG00000226254,100861469.0,HGNC:41930,PTP4A1P3,NG_032021,
SIDG26265,,ENSG00000250359,100129564.0,HGNC:41931,PTP4A1P4,NG_029015,
SIDG26266,,ENSG00000235642,100289380.0,HGNC:41932,PTP4A1P5,NG_022587,
SIDG26267,,ENSG00000254727,100129472.0,HGNC:41933,PTP4A1P6,NG_028980,
SIDG26268,,ENSG00000237514,100421681.0,HGNC:41934,PTP4A1P7,NG_023390,
SIDG26269,PTP4A2,ENSG00000184007,8073.0,HGNC:9635,PTP4A2,NM_080391,Q12974
SIDG26270,,ENSG00000267185,5767.0,HGNC:9637,PTP4A2P1,NG_004085,
SIDG26271,,ENSG00000254481,5769.0,HGNC:9638,PTP4A2P2,NG_001182,
SIDG26272,PTP4A3,ENSG00000184489,11156.0,HGNC:9636,PTP4A3,NM_032611,O75365
SIDG26273,,ENSG00000119383,5524.0,HGNC:9308,PTPA,NM_021131,Q15257
SIDG26274,PTPDC1,ENSG00000158079,138639.0,HGNC:30184,PTPDC1,NM_177995,A2A3K4
SIDG26275,,,,HGNC:9641,PTPLC,,
SIDG26276,PTPMT1,ENSG00000110536,114971.0,HGNC:26965,PTPMT1,NM_175732,Q8WUK0
SIDG26277,PTPN1,ENSG00000196396,5770.0,HGNC:9642,PTPN1,NM_001278618,P18031
SIDG26278,PTPN2,ENSG00000175354,5771.0,HGNC:9650,PTPN2,NM_002828,P17706
SIDG26279,,ENSG00000228196,646981.0,HGNC:9653,PTPN2P1,NG_006956,
SIDG26280,,ENSG00000224117,646758.0,HGNC:9654,PTPN2P2,NG_011398,
SIDG26281,PTPN3,ENSG00000070159,5774.0,HGNC:9655,PTPN3,NM_001145368,P26045
SIDG26282,PTPN4,ENSG00000088179,5775.0,HGNC:9656,PTPN4,NM_002830,P29074
SIDG26283,PTPN5,ENSG00000110786,84867.0,HGNC:9657,PTPN5,NM_001039970,P54829
SIDG26284,PTPN6,ENSG00000111679,5777.0,HGNC:9658,PTPN6,NM_002831,P29350
SIDG26285,PTPN7,ENSG00000143851,5778.0,HGNC:9659,PTPN7,NM_002832,P35236
SIDG26286,PTPN9,ENSG00000169410,5780.0,HGNC:9661,PTPN9,NM_002833,P43378
SIDG26287,PTPN11,ENSG00000179295,5781.0,HGNC:9644,PTPN11,NM_001330437,Q06124
SIDG26288,PTPN12,ENSG00000127947,5782.0,HGNC:9645,PTPN12,NM_001131008,Q05209
SIDG26289,PTPN13,ENSG00000163629,5783.0,HGNC:9646,PTPN13,NM_006264,Q12923
SIDG26290,PTPN14,ENSG00000152104,5784.0,HGNC:9647,PTPN14,NM_005401,Q15678
SIDG26291,,,,HGNC:9648,PTPN17,,
SIDG26292,PTPN18,ENSG00000072135,26469.0,HGNC:9649,PTPN18,NM_001142370,Q99952
SIDG26293,,ENSG00000204179,26095.0,HGNC:23423,PTPN20,NM_015605,Q4JDL3
SIDG26294,,ENSG00000278561,653045.0,HGNC:23424,PTPN20CP,NG_005691,
SIDG26295,PTPN21,ENSG00000070778,11099.0,HGNC:9651,PTPN21,NM_007039,Q16825
SIDG26296,PTPN22,ENSG00000134242,26191.0,HGNC:9652,PTPN22,NM_015967,Q9Y2R2
SIDG26297,PTPN23,ENSG00000076201,25930.0,HGNC:14406,PTPN23,NM_015466,Q9H3S7
SIDG26298,PTPRA,ENSG00000132670,5786.0,HGNC:9664,PTPRA,NM_002836,P18433
SIDG26299,PTPRB,ENSG00000127329,5787.0,HGNC:9665,PTPRB,NM_001109754,P23467
SIDG26300,PTPRC,ENSG00000081237,5788.0,HGNC:9666,PTPRC,NM_002838,P08575
SIDG26301,PTPRCAP,ENSG00000213402,5790.0,HGNC:9667,PTPRCAP,NM_005608,Q14761
SIDG26302,PTPRD,ENSG00000153707,5789.0,HGNC:9668,PTPRD,NM_001040712,P23468
SIDG26303,,ENSG00000225706,101929407.0,HGNC:49753,PTPRD-AS1,NR_121599,
SIDG26304,,ENSG00000226717,101929428.0,HGNC:49754,PTPRD-AS2,NR_110696,
SIDG26305,PTPRE,ENSG00000132334,5791.0,HGNC:9669,PTPRE,NM_001316676,P23469
SIDG26306,PTPRF,ENSG00000142949,5792.0,HGNC:9670,PTPRF,NM_001329137,P10586
SIDG26307,PTPRG,ENSG00000144724,5793.0,HGNC:9671,PTPRG,NM_002841,P23470
SIDG26308,,ENSG00000241472,100506994.0,HGNC:44638,PTPRG-AS1,NR_038281,
SIDG26309,PTPRH,ENSG00000080031,5794.0,HGNC:9672,PTPRH,NM_001161440,Q9HD43
SIDG26310,PTPRJ,ENSG00000149177,5795.0,HGNC:9673,PTPRJ,NM_001098503,Q12913
SIDG26311,,ENSG00000254879,104326192.0,HGNC:50634,PTPRJ-AS1,,
SIDG26312,PTPRK,ENSG00000152894,5796.0,HGNC:9674,PTPRK,NM_001135648,Q15262
SIDG26313,PTPRM,ENSG00000173482,5797.0,HGNC:9675,PTPRM,NM_001105244,P28827
SIDG26314,PTPRN,ENSG00000054356,5798.0,HGNC:9676,PTPRN,NM_001199763,Q16849
SIDG26315,PTPRN2,ENSG00000155093,5799.0,HGNC:9677,PTPRN2,NM_001308267,Q92932
SIDG26316,PTPRO,ENSG00000151490,5800.0,HGNC:9678,PTPRO,NM_002848,Q16827
SIDG26317,PTPRQ,ENSG00000139304,374462.0,HGNC:9679,PTPRQ,NM_001145026,Q9UMZ3
SIDG26318,PTPRR,ENSG00000153233,5801.0,HGNC:9680,PTPRR,NM_002849,Q15256
SIDG26319,PTPRS,ENSG00000105426,5802.0,HGNC:9681,PTPRS,NM_002850,Q13332
SIDG26320,PTPRT,ENSG00000196090,11122.0,HGNC:9682,PTPRT,NM_007050,O14522
SIDG26321,PTPRU,ENSG00000060656,10076.0,HGNC:9683,PTPRU,NM_001195001,Q92729
SIDG26322,,ENSG00000243323,148713.0,HGNC:13421,PTPRVP,XM_086287,
SIDG26323,PTPRZ1,ENSG00000106278,5803.0,HGNC:9685,PTPRZ1,NM_002851,P23471
SIDG26324,,,5804.0,HGNC:9686,PTPRZ2,,
SIDG26325,PTRH1,ENSG00000187024,138428.0,HGNC:27039,PTRH1,NM_001002913,Q86Y79
SIDG26326,PTRH2,ENSG00000141378,51651.0,HGNC:24265,PTRH2,NM_016077,Q9Y3E5
SIDG26327,PTRHD1,ENSG00000184924,391356.0,HGNC:33782,PTRHD1,NM_001013663,Q6GMV3
SIDG26328,PTS,ENSG00000150787,5805.0,HGNC:9689,PTS,NM_000317,Q03393
SIDG26329,PTTG1,ENSG00000164611,9232.0,HGNC:9690,PTTG1,NM_004219,O95997
SIDG26330,PTTG1IP,ENSG00000183255,754.0,HGNC:13524,PTTG1IP,NM_001286822,P53801
SIDG26331,PTTG2,ENSG00000250254,10744.0,HGNC:9691,PTTG2,NM_006607,Q9NZH5
SIDG26332,,ENSG00000213005,26255.0,HGNC:13422,PTTG3P,NR_002734,Q9NZH4
SIDG26333,,ENSG00000258571,326315.0,HGNC:20055,PTTG4P,NG_002565,
SIDG26334,PTX3,ENSG00000163661,5806.0,HGNC:9692,PTX3,NM_002852,P26022
SIDG26335,PTX4,ENSG00000251692,390667.0,HGNC:14171,PTX4,NM_001013658,Q96A99
SIDG26336,,,,HGNC:9693,PUAB1,,
SIDG26337,,,,HGNC:9694,PUAB2,,
SIDG26338,,,,HGNC:9695,PUAB3,,
SIDG26339,,,,HGNC:9696,PUAB4,,
SIDG26340,,,,HGNC:9697,PUAB5,,
SIDG26341,,ENSG00000130021,8226.0,HGNC:16818,PUDP,NM_012080,Q08623
SIDG26342,,ENSG00000234620,327658.0,HGNC:20200,PUDPP1,NG_002612,
SIDG26343,,ENSG00000233792,327659.0,HGNC:20195,PUDPP2,NG_002613,
SIDG26344,,ENSG00000214245,391242.0,HGNC:38118,PUDPP3,NG_021980,
SIDG26345,PUF60,ENSG00000179950,22827.0,HGNC:17042,PUF60,NM_014281,Q9UHX1
SIDG26346,PUM1,ENSG00000134644,9698.0,HGNC:14957,PUM1,NM_001020658,Q14671
SIDG26347,PUM2,ENSG00000055917,23369.0,HGNC:14958,PUM2,NM_015317,Q8TB72
SIDG26348,,ENSG00000080608,9933.0,HGNC:29676,PUM3,NM_014878,Q15397
SIDG26349,PURA,ENSG00000185129,5813.0,HGNC:9701,PURA,NM_005859,Q00577
SIDG26350,PURB,ENSG00000146676,5814.0,HGNC:9702,PURB,NM_033224,Q96QR8
SIDG26351,PURG,ENSG00000172733,29942.0,HGNC:17930,PURG,NM_013357,Q9UJV8
SIDG26352,,ENSG00000250337,643401.0,HGNC:48995,PURPL,NR_038848,
SIDG26353,PUS1,ENSG00000177192,80324.0,HGNC:15508,PUS1,NM_025215,Q9Y606
SIDG26354,PUS3,ENSG00000110060,83480.0,HGNC:25461,PUS3,NM_031307,Q9BZE2
SIDG26355,PUS7,ENSG00000091127,54517.0,HGNC:26033,PUS7,NM_019042,Q96PZ0
SIDG26356,PUS7L,ENSG00000129317,83448.0,HGNC:25276,PUS7L,NM_031292,Q9H0K6
SIDG26357,,,100421790.0,HGNC:49779,PUS7P1,NG_023877,
